"Twitter ID","Tamanho da Influência (números mais altos=mais seguidores)","Posição Ideológica (número mais alto = mais à direita)","Semelhança entre seguidores (números próximos=semelhança)"
"g_g_garci","4.75","972.6039461270757","141.5306016755631"
"EuDouglasBr","4.75","980.1254560143841","227.8039734007284"
"PastorLiomar","4.75","869.6147153930688","246.7335207481478"
"A_Flavinha_A","4.75","935.1877615489886","152.1915667643819"
"aruthcao","4.75","945.4652707166815","132.43311330802345"
"eICABRIELinHELL","4.75","1015.1495551172945","231.32886421447333"
"concei05","4.75","1000.9357424240953","162.66611504966298"
"Sisispsp","4.75","1036.7435199009092","194.74755285800148"
"r_nog","4.5","977.2616279857585","246.86544119803682"
"reportersalles","4.5","1029.7701446562276","167.7742787419254"
"drmarllao","4.5","1023.7700471259174","224.15148588375757"
"SmayLMachado","4.5","1014.2008994473402","148.2741396585013"
"NemFudendo7","4.5","1005.563992502723","195.9203684297115"
"IrmaosDeDireita","4.5","959.425898787397","279.5349133502056"
"AlexBRfour","4.5","957.3253787079088","191.32928427050538"
"Rgood68","4.5","994.591175717545","202.52078449277948"
"gen_paulosergio","4.5","830.1703325527552","224.26023358209906"
"SorayaThronicke","4.5","945.5036363596796","261.13572213337716"
"ThalesBH17","4.25","1003.2740860509666","253.14202914451587"
"eumesmavivi","4.25","922.3070893204823","278.9110489347358"
"Mises_Brasil","4.25","863.6798936834041","205.77667065146886"
"WRosarioCGU","4.25","909.8118885713446","190.56067994034004"
"Boni_z","4.25","986.9797196561518","194.93022067032655"
"Brigadeiromma","4.25","957.4003050007099","123.78250546414907"
"stehpapaiano","4.25","1015.7276194159055","203.72065672548743"
"pizzolatto","4.25","978.8040461517605","267.18105954313984"
"jeffs_araujo35","4.25","855.5069022584634","165.1517624758213"
"MarceloCRedeTV","4.25","924.4625564341821","154.63215688475384"
"da_direita","4.25","1021.1651498558384","140.0855538559988"
"TarikMohmed3","4","984.5036151301358","217.98579986628553"
"Marceloalvaroan","3.75","846.690144444704","191.88398820030972"
"Alanghani","3.75","946.2605551513354","294.4149431495647"
"renato_battista","3.75","863.4909698821757","255.0652648424814"
"TemplarioPepe","3.75","966.7163772186788","227.53351969880853"
"cabojunioamaral","3.5","932.1429038169907","279.0007955181777"
"Sen_Alessandro","3.5","835.5700779805962","146.5726718570752"
"KatiaSastre","3.25","889.9105463090535","179.85598116412012"
"CarolDeToni3","3","1031.2186718284825","218.25522746674466"
"marciolabre","3","908.631103765946","265.4402350447264"
"GenPeternelli","3","847.8010973833042","231.13514462178586"
"HeitorFreireCE","3","929.8083046165168","270.8277739739516"
"SenadoraSelma","2.5","836.6031604559353","164.11990506022335"
"DanielPMERJ","2.5","865.6283990457025","142.70478329885304"
"capitaoderrite","1.75","888.3042944527526","247.98676781506205"
"conexaopolitica","8.75","873.0734778391823","131.7451764686802"
"RenovaMidia","8.5","862.851480862225","269.3005513915268"
"terca_livre","8.25","945.2263964711948","214.91994064947997"
"sensoinc","7.75","876.7519409093632","210.79185848642794"
"PolitzOficial","7.25","904.1588088117355","134.84244183713375"
"republica_ctba","6.75","917.9831044444137","142.89704777841743"
"estadohir4mico","6","933.588957505535","240.05964133272863"
"brasil_paralelo","5.5","967.4098046571122","184.82709175461284"
"criticanac","4.25","1027.567287512929","188.68202155923927"
"conservadordc","4.25","992.7037495739733","279.1228857586978"
"Radar_Politico_","3.5","847.5789282761593","201.09095758689998"
"RADIOVOXORG","3.25","916.2846577047197","246.4044169109275"
